names,artist_names,artist_genres,albums
Tus Labios,Sech,"['panamanian pop', 'reggaeton', 'trap latino', 'urbano latino']",Tus Labios
PARA SIEMPRE,Zion & Lennox,"['reggaeton', 'urbano latino']",PARA SIEMPRE
Te Menti,Ozuna,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",Te Menti
Glock In My Lap,21 Savage,"['atl hip hop', 'hip hop', 'rap']",SAVAGE MODE II
Search & Rescue,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",Search & Rescue
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled,"['hip hop', 'miami hip hop', 'pop rap', 'rap']",KHALED KHALED
Hot (feat. Gunna),Young Thug,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",So Much Fun
Paranoid (feat. Destroy Lonely),Ken Carson,['rage rap'],A Great Chaos
trademark usa,Baby Keem,"['hip hop', 'rap']",The Melodic Blue
Off The Court (with Polo G & Einer Bankz),SleazyWorld Go,['rva drill'],Off The Court (with Polo G & Einer Bankz)
On BS,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",Her Loss
Let's Do It (feat. NLE Choppa & Dee Play4Keeps),DD Osama,['new york drill'],Let's Do It (feat. NLE Choppa & Dee Play4Keeps)
Cut U Off,Joyner Lucas,"['boston hip hop', 'hip hop', 'pop rap', 'rap']",Cut U Off
Greatness,Quavo,"['atl hip hop', 'melodic rap', 'rap', 'trap']",Greatness
Low Down,Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",My Turn (Deluxe)
Motion God,Moneybagg Yo,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",Hard To Love
Mo Bamba,Sheck Wes,"['pop rap', 'rap', 'trap']",MUDBOY
Not Finished,Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",It's Only Me
Sleazy Flow (with Lil Baby) - Remix,SleazyWorld Go,['rva drill'],Sleazy Flow (Remix)
Ski,Young Stoner Life,['pop rap'],Slime Language 2
family ties (with Kendrick Lamar),Baby Keem,"['hip hop', 'rap']",The Melodic Blue
AHHH HA,Lil Durk,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",7220
I'M ON ONE (feat. Drake),Future,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",I NEVER LIKED YOU
Time Today,Moneybagg Yo,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",A Gangsta’s Pain
On Me,Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",On Me
Wants and Needs (feat. Lil Baby),Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",Scary Hours 2
Rumors (feat. Lil Durk),Gucci Mane,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Rumors (feat. Lil Durk)
We Set The Trends (feat. Migos & ‎Juelz Santana) - Remix,Jim Jones,"['gangster rap', 'harlem hip hop', 'trap']",We Set The Trends (Remix) [feat. ‎Migos & Juelz Santana]
Headshot (feat. Polo G & Fivio Foreign),Lil Tjay,"['brooklyn drill', 'melodic rap', 'nyc rap', 'rap']",Destined 2 Win
Back in Blood (feat. Lil Durk),Pooh Shiesty,"['memphis hip hop', 'southern hip hop', 'tennessee hip hop', 'trap']",Back In Blood (feat. Lil Durk)
Masterpiece,DaBaby,"['hip hop', 'north carolina hip hop', 'pop rap', 'rap', 'trap']",Masterpiece
DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,"['atl hip hop', 'melodic rap', 'rap', 'trap']",WUNNA
We Paid (feat. 42 Dugg),Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",My Turn (Deluxe)
Turks (feat. Travis Scott),NAV,"['canadian hip hop', 'canadian trap', 'melodic rap', 'rap', 'trap']",Turks
Heatin Up (feat. Gunna),Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",My Turn
Going Bad (feat. Drake),Meek Mill,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Championships
Never Sleep (with Lil Baby feat. Travis Scott),NAV,"['canadian hip hop', 'canadian trap', 'melodic rap', 'rap', 'trap']",Never Sleep
Lethal Woman,Dove Cameron,['pop'],Lethal Woman
Gun,Doja Cat,"['dance pop', 'pop']",Scarlet
Loved By You,Chelsea Cutler,['alt z'],Stellaria
Yes I'm A Mess,AJR,['pov: indie'],Yes I'm A Mess
Summertime Friends,The Chainsmokers,['pop'],Summertime Friends
Paint My Bedroom Black,Holly Humberstone,"['alt z', 'indie pop', 'modern alternative pop', 'uk pop']",Paint My Bedroom Black
Love Like This,ZAYN,"['pop', 'uk pop']",Love Like This
Winner,Conan Gray,"['bedroom pop', 'pop', 'pov: indie']",Winner
Pretty Girls,Reneé Rapp,['alt z'],Snow Angel
Call Your Mom (with Lizzy McAlpine),Noah Kahan,['pov: indie'],Call Your Mom (with Lizzy McAlpine)
the way things go,beabadoobee,"['bedroom pop', 'bubblegrunge', 'indie pop', 'pov: indie']",the way things go
Either Way,IVE,['k-pop girl group'],Either Way
Afraid To Feel,LF SYSTEM,['uk dance'],Afraid To Feel
Weekends,Jonas Blue,"['pop', 'pop dance', 'tropical house', 'uk dance']",Weekends
Baby Girl,Disco Lines,['stutter house'],Baby Girl
I Was Made For Lovin' You (feat. Nile Rodgers & House Gospel Choir),Oliver Heldens,"['dutch house', 'edm', 'electro house', 'future house', 'house', 'pop dance', 'progressive electro house', 'progressive house']",I Was Made For Lovin' You (feat. Nile Rodgers & House Gospel Choir)
By Your Side (feat. Tom Grennan),Calvin Harris,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",By Your Side (feat. Tom Grennan)
Don’t Wake Me Up,Jonas Blue,"['pop', 'pop dance', 'tropical house', 'uk dance']",Don’t Wake Me Up
Praising You (feat. Fatboy Slim),Rita Ora,"['dance pop', 'pop', 'uk pop']",Praising You (feat. Fatboy Slim)
All For Love,Felix Jaehn,"['edm', 'german dance', 'pop dance', 'tropical house']",All For Love
Dancing Feet (feat. DNCE),Kygo,"['edm', 'pop', 'pop dance', 'tropical house']",Dancing Feet (feat. DNCE)
Endless Summer,Alan Walker,['electro house'],Endless Summer
Better Than This,John Summit,"['house', 'pop dance', 'tech house', 'uk dance']",Better Than This
Young Right Now,Robin Schulz,"['deep euro house', 'deep house', 'edm', 'german dance', 'pop dance', 'tropical house']",Young Right Now
More Than A Woman - SG's Paradise Edit,Bee Gees,"['disco', 'mellow gold', 'soft rock']",More Than A Woman (SG's Paradise Edit)
Like You Do,D.O.D,"['electro house', 'house', 'pop dance', 'uk dance']",Like You Do
Make Me Feel Good,Belters Only,['charva'],Make Me Feel Good
Stay the Night,Sigala,"['dance pop', 'edm', 'pop dance', 'uk dance', 'uk pop']",Stay the Night
Eternity,Timmy Trumpet,"['australian dance', 'big room', 'dutch house', 'melbourne bounce', 'melbourne bounce international']",Eternity
More Than I Can Say,GAMPER & DADONI,"['deep tropical house', 'german dance', 'pop dance', 'tropical house']",More Than I Can Say
The Hard Way,PNAU,"['alternative dance', 'aussietronica', 'australian dance', 'australian electropop']",The Hard Way
Billie (loving arms),Fred again..,"['edm', 'house', 'stutter house']",Billie (loving arms)
What A Life (feat. Stevie Appleton),John Summit,"['house', 'pop dance', 'tech house', 'uk dance']",What A Life (feat. Stevie Appleton)
Good Life,FAST BOY,['pop dance'],Good Life
Clap Your Hands,Kungs,"['edm', 'pop dance', 'uk dance']",Clap Your Hands
Run,Becky Hill,"['pop dance', 'pop house', 'uk dance', 'uk pop']",Run
Wings (I Won't Let You Down),Armand Van Helden,"['big beat', 'classic house', 'deep house', 'disco house', 'filter house', 'hip house', 'house', 'speed garage', 'tribal house', 'uk dance', 'vocal house']",Wings (I Won't Let You Down)
Serotonin Moonbeams,The Blessed Madonna,['edm'],Serotonin Moonbeams
Can't Get You out of My Head - Peggy Gou’s Midnight Remix,Kylie Minogue,"['australian dance', 'australian pop', 'dance pop', 'eurodance', 'new wave pop']",Can't Get You out of My Head (Peggy Gou’s Midnight Remix)
Set Me Free,D.O.D,"['electro house', 'house', 'pop dance', 'uk dance']",Set Me Free
About Damn Time - Purple Disco Machine Remix,Lizzo,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']",About Damn Time (Purple Disco Machine Remix)
Better (feat. Teddy Swims),MK,"['house', 'pop dance']",Better (feat. Teddy Swims)
Summer In New York,Sofi Tukker,['edm'],WET TENNIS
The Music Began To Play,Mark Knight,"['house', 'progressive house', 'tech house', 'uk house']",The Music Began To Play
Shadow,Syn Cole,"['deep tropical house', 'edm', 'pop dance', 'progressive electro house', 'tropical house']",Shadow
Beat Goes On (Rhythm to the Brain),Campbell,[],Beat Goes On (Rhythm to the Brain)
Fever,Lewis Thompson,"['pop dance', 'uk dance']",Fever
All You Need Is Love,Nicky Romero,"['big room', 'dutch edm', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house']",All You Need Is Love
Shackles (Praise You),MALARKEY,[],Shackles (Praise You)
Feels This Good,Sigala,"['dance pop', 'edm', 'pop dance', 'uk dance', 'uk pop']",Every Cloud - Silver Linings
Heaven,Dimitri Vegas & Like Mike,"['belgian dance', 'belgian edm', 'big room', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house']",Heaven
Tell Me Something Good,Ewan McVicar,['scottish techno'],Tell Me Something Good
Sun Will Shine,Robin Schulz,"['deep euro house', 'deep house', 'edm', 'german dance', 'pop dance', 'tropical house']",Sun Will Shine
Temptation,Bakermat,"['minimal tech house', 'tropical house']",Temptation
Stop This Flame - Celeste x MK,Celeste,['british soul'],Stop This Flame (Celeste x MK)
My Feelings For You - Mark Knight Remix,Avicii,"['dance pop', 'edm', 'pop', 'pop dance']",My Feelings For You (Mark Knight Remix)
Anywhere With You,AFROJACK,"['big room', 'dance pop', 'dutch house', 'edm', 'electro house', 'pop dance']",Anywhere With You
Next To You (feat. Kane Brown),Loud Luxury,"['edm', 'pop dance']",Next To You (feat. Kane Brown)
Danielle (smile on my face),Fred again..,"['edm', 'house', 'stutter house']",Danielle (smile on my face)
Better Times,KC Lights,"['deep groove house', 'house', 'scottish electronic', 'uk dance']",Better Times
Happy Music,Supershy,[],Happy Music
Doses & Mimosas (Vintage Culture & Zerky Remix) - Radio Edit,Vintage Culture,['brazilian edm'],Doses & Mimosas (Vintage Culture & Zerky Remix) [Radio Edit]
Those Eyes,ARTY,"['big room', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'russian edm']",Those Eyes
Burning My Bridges,CLMD,['norwegian pop'],Burning My Bridges
Shades Of Love (feat. The Joy),The Blessed Madonna,['edm'],Shades Of Love (feat. The Joy)
Antibodies - LP Giobbi Remix,Tensnake,"['deep house', 'german house', 'hamburg electronic', 'house', 'nu disco']",Antibodies
Beg for You (feat. Rina Sawayama),Charli XCX,"['art pop', 'candy pop', 'metropopolis', 'pop', 'uk pop']",Beg For You (feat. Rina Sawayama)
Night Feels,AR/CO,['pop dance'],Night Feels
You Know What I Need,PNAU,"['alternative dance', 'aussietronica', 'australian dance', 'australian electropop']",You Know What I Need
Sometimes,Shermanology,['dutch house'],Sometimes
Coma Cat - Purple Disco Machine Re-Work,Tensnake,"['deep house', 'german house', 'hamburg electronic', 'house', 'nu disco']",Coma Cat (Purple Disco Machine Re-Work)
Dance All Over Me - Jax Jones Remix,George Ezra,"['folk-pop', 'neo-singer-songwriter', 'talent show']",Dance All Over Me
Somebody To Love,MARF,[],Somebody To Love
Ask Me,Duck Sauce,['disco house'],Ask Me / Mesmerize
Starlight (Keep Me Afloat),Martin Garrix,"['dutch edm', 'edm', 'pop', 'pop dance', 'progressive house']",Starlight (Keep Me Afloat)
Good Feeling (feat. Rhys Lewis),Bakermat,"['minimal tech house', 'tropical house']",Good Feeling (feat. Rhys Lewis)
Wake Up! (feat. Kaleta),Purple Disco Machine,"['deep house', 'house']",Wake Up! (feat. Kaleta)
Life's Too Short,Two Friends,[],Life's Too Short
Call On Me (feat. Georgia Ku),Sam Feldt,"['edm', 'pop dance', 'tropical house']",Call On Me (feat. Georgia Ku)
High Heels - Party Down Under - Sam Feldt vs. Flo Rida,Flo Rida,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",High Heels - Party Down Under (Sam Feldt vs. Flo Rida)
If The World Just Danced - MOTi Remix,Diana Ross,"['adult standards', 'disco', 'motown', 'quiet storm', 'soft rock', 'soul']",If The World Just Danced (MOTi Remix)
Pyramids,Otto Knows,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house']",Pyramids
Disco Inferno,Syzz,['sky room'],Disco Inferno
Who Do You Love,ARTY,"['big room', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'russian edm']",Who Do You Love
Time to Groove (feat. Nonô),Majestic,['uk dance'],Time to Groove (feat. Nonô)
Need Your Love,Felix Cartal,"['canadian electronic', 'electro house', 'pop dance', 'pop edm']",Need Your Love
Stop Loving You,Don Diablo,"['dutch house', 'edm', 'electro house', 'future house', 'pop dance', 'progressive electro house']",Stop Loving You
Pretty People (feat. INJI),Dillon Francis,"['brostep', 'edm', 'electro house', 'moombahton', 'pop dance', 'progressive electro house', 'slap house']",Pretty People (feat. INJI)
With My Friends,Tungevaag,"['big room', 'nordic house']",With My Friends
Good Morning (feat. YOU),Timmy Trumpet,"['australian dance', 'big room', 'dutch house', 'melbourne bounce', 'melbourne bounce international']",Good Morning (feat. YOU)
More Love (feat. Secondcity),Noizu,"['bass house', 'house', 'tech house']",More Love (feat. Secondcity)
How You Samba,Kris Kross Amsterdam,"['dutch house', 'dutch pop']",How You Samba
Be My One,Sonny Fodera,"['house', 'pop dance', 'tech house', 'uk dance']",Wide Awake (Deluxe)
Loved By U,TOKiMONSTA,"['chillwave', 'electra', 'escape room', 'indietronica', 'instrumental hip hop', 'wonky']",Loved By U
In My Zone,Tungevaag,"['big room', 'nordic house']",In My Zone
All Day (feat. Nonô),Welshy,['irish electronic'],All Day (feat. Nonô)
Let You Go,Diplo,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop dance']",Diplo
Let Me Love U,Baauer,"['edm', 'electro house', 'electronic trap']",Let Me Love U
Joy,salute,['ukg revival'],Joy
Take Me To The Sunshine (feat. BullySongs),Matoma,"['pop dance', 'tropical house']",Take Me To The Sunshine (feat. BullySongs)
Lose Control,220 KID,"['pop dance', 'uk dance']",Lose Control
Free Yourself,Jessie Ware,"['british soul', 'electropop', 'neo soul', 'pop soul', 'uk pop']",Free Yourself
Legit,Erlandsson,['swedish tropical house'],Legit
Enjoy Your Life,Romy,[],Enjoy Your Life
I Knew It Was You,Tungevaag,"['big room', 'nordic house']",I Knew It Was You
Stargazing,Monocule,['dutch edm'],Stargazing
JOY (God Only Knows),Joy Anonymous,[],JOY (God Only Knows)
Good Time,Jodie Harsh,[],Good Time
These Are The Days (feat. Liv Dawson),Anton Powers,"['deep groove house', 'house', 'uk dance']",These Are The Days (feat. Liv Dawson)
You Make Me Feel,Solardo,"['house', 'tech house', 'uk dance']",You Make Me Feel
Forever And A Day - Diplo Remix,LP Giobbi,['house'],Forever And A Day (Diplo Remix)
Deja Vu,Oliver Heldens,"['dutch house', 'edm', 'electro house', 'future house', 'house', 'pop dance', 'progressive electro house', 'progressive house']",Deja Vu
Journey (Take Me Where You Wanna),Don Diablo,"['dutch house', 'edm', 'electro house', 'future house', 'pop dance', 'progressive electro house']",Journey (Take Me Where You Wanna)
Good Feeling,Duvall,[],Good Feeling
Love You Back,Madeon,"['complextro', 'edm', 'electro house', 'electropop', 'filter house', 'nantes indie', 'pop dance']",Love You Back
Dance on My Own (feat. Richard Judge),Frank Walker,[],Dance on My Own (feat. Richard Judge)
We Will Meet Again,San Holo,"['brostep', 'edm', 'electro house', 'electronic trap', 'future bass', 'pop dance']",We Will Meet Again
A Second to Midnight,Kylie Minogue,"['australian dance', 'australian pop', 'dance pop', 'eurodance', 'new wave pop']",A Second to Midnight
You've Got To Let Go If You Want To Be Free,Disclosure,"['edm', 'house', 'indietronica', 'uk dance']",You've Got To Let Go If You Want To Be Free
DNA,Craig David,"['british soul', 'talent show']",DNA
Gratitude,Above & Beyond,"['edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",Gratitude
Loving You (feat. Katy Alex),Piero Pirupa,"['italian tech house', 'tech house']",Loving You (feat. Katy Alex)
Feels,Wh0,"['house', 'tech house', 'uk dance']",Feels EP
If We’ll Ever Be Remembered,Martin Garrix,"['dutch edm', 'edm', 'pop', 'pop dance', 'progressive house']",If We’ll Ever Be Remembered
Turn Back Time,Marc Benjamin,"['big room', 'dutch edm', 'slap house']",Turn Back Time
Life Is Good,Justin Caruso,['pop edm'],Life Is Good
Suenos Bravos,Bodysync,[],Radio Active
You're Free,Icona Pop,"['candy pop', 'dance pop', 'electropop', 'metropopolis', 'swedish electropop', 'swedish synthpop']",You're Free
Say It To Me,Otto Knows,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house']",Say It To Me
Set You Free,Lucas & Steve,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house']",Set You Free
Long Summer Nights,Oliver Nelson,['scandipop'],Long Summer Nights
Something About Your Love,SG Lewis,"['electropop', 'indie soul', 'nu disco', 'uk dance', 'vapor soul']",Missing You / Something About Your Love
Wounded,Ferry Corsten,"['dutch trance', 'edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",Wounded
Let You Do This (with Buy Now),Salvatore Ganacci,"['basshall', 'moombahton']",Let You Do This
ME WITHOUT U,Kaleena Zanders,[],ME WITHOUT U
Infinity,Borgeous,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house']",Infinity
What It Feels Like,Navos,['uk dance'],What It Feels Like
Get Up,Eats Everything,"['deep disco house', 'house', 'raw techno']",Get Up
Your Love Keeps Lifting Me Higher,Revival,[],Your Love Keeps Lifting Me Higher
Anti-Hero - Jayda G Remix,Taylor Swift,['pop'],Anti-Hero (Remixes)
‎Sing Hallelujah,Rebecca & Fiona,['swedish electropop'],‎Sing Hallelujah
Moon Groove,Noizu,"['bass house', 'house', 'tech house']",Moon Groove
Beautiful Life,John De Sohn,"['deep pop edm', 'pop dance', 'swedish tropical house']",Beautiful Life
Easy,Nicky Romero,"['big room', 'dutch edm', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house']",Easy
Midnight Rapture,Anabel Englund,[],Midnight Rapture
Togetherness,LP Giobbi,['house'],LP Giobbi x Insomniac Records Presents Femme House
Isibusiso,Kabza De Small,['amapiano'],Isibusiso
Tshepo Ke TSHEPO,Da Muziqal Chef,['amapiano'],Tshepo Ke TSHEPO
"Petrol (feat. 031 Choppa, Ice Beats Slide & Sbuda Maleather)",Justin99,['amapiano'],"Petrol (feat. 031 Choppa, Ice Beats Slide & Sbuda Maleather)"
Ukwenzeka,KDD,"['french hip hop', 'old school rap francais']",Ukwenzeka
Lalala,Cyfred,['amapiano'],Made Under The Spirit
Wena My Dali,Focalistic,"['amapiano', 'barcadi']",Wena My Dali
Bazali,Lowsheen,['amapiano'],2nd Chapter
Abanye Abantwana,Ice Beats Slide,['underground amapiano'],Hakuna Mathata
Khekheleza (Dlala Dlala),Focalistic,"['amapiano', 'barcadi']",Khekheleza (Dlala Dlala)
I'm Happy,Shabalala Rhythm,['maskandi'],I'm Happy
Kuthiwa sizomlanda,AMA-AK47,['maskandi'],Insambatheka
Akasangifuni,Aubrey Qwana,"['afro soul', 'south african pop']",Mkabayi
"Joy, Peace and Happiness",Ladysmith Black Mambazo,"['afropop', 'south african choral', 'world']","Joy, Peace and Happiness"
Die Rower,Juan Boucher,['afrikaans'],Die Rower
Sbong'Amazulu,Zano,[],Sbong'Amazulu
Uthando Aluboni,Blaq Major,[],Uthando Aluboni
SETE (feat. Young Stunna & Blxckie),K.O,"['kasi rap', 'south african hip hop', 'south african trap']",SETE (feat. Young Stunna & Blxckie)
John Vuli Gate,Mapara A Jazz,"['barcadi', 'sgija']",John Vuli Gate
